collid	category	local_hit	away_hit	all_hit	local_srch	away_srch	all_srch	local_user	away_user	all_user	local_brws	away_brws	all_brws	month_year
utcat	text	8034	68523	76557	0	0	0	873	7366	8239	1438	10391	11829	May-08
rth	image	32	2935	2967	12	443	455	11	478	489	0	243	243	May-08
egy	image	0	383	383	1	425	426	2	154	156	0	0	0	May-08
etd-bib	bib	0	0	0	37	352	389	38	377	415	24	101	125	May-08
uky	image	80	1674	1754	52	342	394	2	184	186	0	7	7	May-08
gar	image	3	225	228	0	45	45	2	145	147	0	292	292	May-08
map	image	74	340	414	0	0	0	17	188	205	0	0	0	May-08
spct	text	4	99	103	0	108	108	2	29	31	0	0	0	May-08
vvz	image	15	778	793	0	40	40	4	240	244	0	4	4	May-08
vvs-bib	bib	0	0	0	147	1249	1396	17	460	477	0	0	0	May-08
vvt	text	3	170	173	1	460	461	1	86	87	0	0	0	May-08
arr-bib	bib	0	0	0	2	18	20	6	74	80	0	0	0	May-08
arrp	image	0	202	202	4	66	70	1	111	112	0	8	8	May-08
ual	image	88	1696	1784	154	1116	1270	3	236	239	0	13	13	May-08
fa	text	243	7570	7813	28	184	212	77	5506	5583	136	1459	1595	May-08
vvi	image	15	322	337	0	64	64	4	106	110	0	16	16	May-08
mcc	image	97	1420	1517	243	1887	2130	3	195	198	0	11	11	May-08
vvb	text	0	58	58	3	1169	1172	5	94	99	0	0	0	May-08
arrt	text	3	48	51	15	188	203	2	31	33	0	0	0	May-08
wcc	image	10	465	475	9	217	226	7	84	91	0	46	46	May-08
shld	image	2	67	69	0	88	88	1	86	87	0	79	79	May-08
ar	text	72	226	298	88	346	434	23	103	126	29	20	49	May-08
emn	text	0	42	42	2	250	252	1	22	23	0	0	0	May-08
yrb	text	7	0	7	0	0	0	4	83	87	4	11	15	May-08
uky-bib	bib	0	0	0	0	0	0	2	25	27	0	0	0	May-08
arrs	image	4	734	738	6	83	89	2	68	70	0	0	0	May-08
vvo	text	3	31	34	33	1339	1372	8	89	97	0	0	0	May-08
mcc-bib	bib	0	0	0	2	5	7	3	25	28	0	0	0	May-08
mpm-bib	bib	0	0	0	1	6	7	3	23	26	0	0	0	May-08
wcc-bib	bib	0	0	0	3	2	5	1	7	8	0	0	0	May-08
spc-bib	bib	0	0	0	13	25	38	11	37	48	0	0	0	May-08
utcat-bib	bib	0	0	0	2	2	4	4	23	27	0	0	0	May-08
shld-bib	bib	0	0	0	1	15	16	3	28	31	0	0	0	May-08
arro	text	0	22	22	0	430	430	1	25	26	0	0	0	May-08
gar-bib	bib	0	0	0	1	0	1	3	23	26	0	0	0	May-08
ual-bib	bib	0	0	0	0	8	8	2	25	27	0	0	0	May-08
uht-bib	bib	0	0	0	0	0	0	2	26	28	0	0	0	May-08
rth-bib	bib	0	0	0	4	18	22	3	23	26	0	0	0	May-08
spcd-bib	bib	0	0	0	10	57	67	8	37	45	0	0	0	May-08
egy-bib	bib	0	0	0	1	0	1	3	25	28	0	0	0	May-08
jei-bib	bib	0	0	0	0	0	0	3	23	26	0	0	0	May-08
tdh-bib	bib	0	0	0	5	27	32	3	26	29	0	0	0	May-08
spct-bib	bib	0	0	0	4	30	34	3	26	29	0	0	0	May-08
gam	text	0	4	4	0	0	0	0	6	6	0	79	79	May-08
ggma	text	32	967	999	0	0	0	1	134	135	0	0	0	May-08
tcw	text	12	2011	2023	0	0	0	1	119	120	0	0	0	May-08
etd	text	4871	12845	17716	0	0	0	110	847	957	0	0	0	May-08
wpa	image	0	0	0	0	0	0	0	2	2	0	0	0	May-08
ldr	text	0	3	3	0	0	0	0	1	1	0	0	0	May-08
jei	text	1	5253	5254	0	13	13	2	1248	1250	13	683	696	May-08
rth	image	15	710	725	9	78	87	26	518	544	0	10	10	Nov-03
tdh	text	114	280	394	93	207	300	46	274	320	0	0	0	Nov-03
etd-bib	bib	0	0	0	150	431	581	78	166	244	0	0	0	Nov-03
mcc	image	2	7	9	14	5	19	10	17	27	1	0	1	Nov-03
uky-bib	bib	0	0	0	0	10	10	2	4	6	0	0	0	Nov-03
mpm-bib	bib	0	0	0	9	32	41	1	8	9	0	0	0	Nov-03
fa	text	1	10	11	0	0	0	1	9	10	0	0	0	Nov-03
tdh-bib	bib	0	0	0	13	46	59	1	7	8	0	0	0	Nov-03
coc	image	0	0	0	0	0	0	0	4	4	0	0	0	Nov-03
emn	text	0	2	2	0	0	0	0	2	2	0	0	0	Nov-03
ual	image	0	3	3	0	0	0	0	3	3	0	0	0	Nov-03
ual-bib	bib	0	0	0	0	0	0	2	7	9	0	0	0	Nov-03
uky	image	0	144	144	0	3	3	0	5	5	0	0	0	Nov-03
jei	text	25	210	235	2	65	67	8	93	101	67	232	299	Nov-03
rth	image	164	2031	2195	11	325	336	35	885	920	1	115	116	Nov-04
utcat	text	7417	19535	26952	0	0	0	2628	8282	10910	4918	12410	17328	Nov-04
egy	image	6	878	884	0	1	1	4	500	504	0	72	72	Nov-04
tdh	text	351	5011	5362	409	2085	2494	34	1186	1220	13	1194	1207	Nov-04
etd-bib	bib	0	0	0	147	422	569	76	240	316	35	86	121	Nov-04
ual	image	2	946	948	0	3	3	3	538	541	0	75	75	Nov-04
uky	image	2	299	301	4	18	22	4	181	185	0	70	70	Nov-04
mcc	image	20	593	613	10	86	96	7	344	351	0	99	99	Nov-04
rth-bib	bib	0	0	0	4	20	24	2	20	22	0	0	0	Nov-04
fa	text	0	44	44	0	0	0	0	22	22	0	0	0	Nov-04
coc	image	0	0	0	0	0	0	0	13	13	0	0	0	Nov-04
etd	text	220	3401	3621	0	0	0	143	2360	2503	0	0	0	Nov-04
egy-bib	bib	0	0	0	6	21	27	2	18	20	0	0	0	Nov-04
jei-bib	bib	0	0	0	0	0	0	2	16	18	0	0	0	Nov-04
mcc-bib	bib	0	0	0	10	48	58	2	18	20	0	0	0	Nov-04
utcat-bib	bib	0	0	0	12	54	66	1	19	20	0	0	0	Nov-04
uky-bib	bib	0	0	0	0	8	8	2	16	18	0	0	0	Nov-04
tdh-bib	bib	0	0	0	1	5	6	2	17	19	0	0	0	Nov-04
mpm-bib	bib	0	0	0	9	0	9	4	18	22	0	0	0	Nov-04
ual-bib	bib	0	0	0	20	94	114	2	17	19	0	0	0	Nov-04
fa-bib	bib	0	0	0	24	84	108	2	17	19	0	0	0	Nov-04
ldr	text	21	1	22	0	0	0	3	1	4	0	0	0	Nov-04
emn	text	0	1	1	0	0	0	0	1	1	0	0	0	Nov-04
jei	text	12	3752	3764	4	5	9	9	926	935	9	655	664	Nov-04
shld	image	2	476	478	0	2	2	4	164	168	0	11	11	Nov-05
utcat	text	5552	16270	21822	0	0	0	2513	7738	10251	3942	10178	14120	Nov-05
uky	image	23	4028	4051	0	103	103	7	236	243	0	0	0	Nov-05
rth	image	76	1707	1783	18	111	129	20	823	843	7	31	38	Nov-05
tdh	text	22	1863	1885	31	516	547	20	986	1006	4	122	126	Nov-05
ual	image	23	3622	3645	0	4	4	7	498	505	0	1	1	Nov-05
mcc	image	23	2561	2584	14	852	866	7	334	341	0	1	1	Nov-05
egy	image	4	506	510	0	23	23	7	285	292	0	0	0	Nov-05
gar	image	5	262	267	1	161	162	5	92	97	0	5	5	Nov-05
etd-bib	bib	0	0	0	108	298	406	71	243	314	26	57	83	Nov-05
fa	text	2	16	18	0	0	0	1	8	9	0	0	0	Nov-05
coc	image	0	0	0	0	0	0	0	4	4	0	0	0	Nov-05
uky-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-05
mpm-bib	bib	0	0	0	1	9	10	1	5	6	0	0	0	Nov-05
ggma	text	8	75	83	0	0	0	3	56	59	0	0	0	Nov-05
ual-bib	bib	0	0	0	0	14	14	0	7	7	0	0	0	Nov-05
etd	text	264	5741	6005	0	0	0	169	2385	2554	0	0	0	Nov-05
utcat-bib	bib	0	0	0	0	15	15	0	4	4	0	0	0	Nov-05
shld-bib	bib	0	0	0	0	18	18	1	5	6	0	0	0	Nov-05
tdh-bib	bib	0	0	0	0	0	0	1	4	5	0	0	0	Nov-05
fa-bib	bib	0	0	0	0	24	24	0	4	4	0	0	0	Nov-05
gar-bib	bib	0	0	0	2	1	3	1	5	6	0	0	0	Nov-05
mcc-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-05
jei-bib	bib	0	0	0	0	33	33	0	4	4	0	0	0	Nov-05
egy-bib	bib	0	0	0	0	36	36	0	4	4	0	0	0	Nov-05
rth-bib	bib	0	0	0	2	0	2	1	4	5	0	0	0	Nov-05
ldr	text	0	1	1	0	0	0	0	1	1	0	0	0	Nov-05
jei	text	10156	1609	11765	1	62	63	4	547	551	63	463	526	Nov-05
map	image	2	0	2	3	1	4	4	9	13	0	0	0	Nov-05
nocol	text	0	0	0	0	0	0	8	13	21	0	0	0	Nov-05
uht	text	83	3	86	30	2	32	8	9	17	7	5	12	Nov-05
utl02	text	0	1	1	0	14	14	3	11	14	0	3	3	Nov-05
sis02	text	0	0	0	0	6	6	0	3	3	0	1	1	Nov-05
agp02	text	0	0	0	1	0	1	2	0	2	0	0	0	Nov-05
utk01	text	0	0	0	0	2	2	2	0	2	1	0	1	Nov-05
utcat	text	6935	23889	30824	0	0	0	2819	9967	12786	4448	12146	16594	Nov-06
uky	image	22	1845	1867	14	610	624	6	318	324	0	37	37	Nov-06
rth	image	195	1125	1320	25	387	412	31	410	441	2	96	98	Nov-06
etd-bib	bib	0	0	0	85	289	374	65	383	448	24	160	184	Nov-06
map	image	43	49	92	0	0	0	28	17	45	21	15	36	Nov-06
tdh	text	11	5180	5191	43	10138	10181	16	923	939	8	1233	1241	Nov-06
egy	image	9	972	981	15	1248	1263	8	126	134	0	0	0	Nov-06
mcc	image	22	1749	1771	62	1783	1845	11	280	291	0	21	21	Nov-06
coc	image	0	0	0	0	0	0	0	6	6	0	0	0	Nov-06
ldr	text	2	3	5	0	0	0	1	3	4	0	0	0	Nov-06
wcc	image	43	357	400	7	162	169	19	54	73	0	53	53	Nov-06
spcd-bib	bib	0	0	0	19	16	35	10	25	35	0	0	0	Nov-06
egy-bib	bib	0	0	0	0	13	13	1	20	21	0	0	0	Nov-06
uht-bib	bib	0	0	0	0	19	19	0	19	19	0	0	0	Nov-06
gar-bib	bib	0	0	0	0	29	29	1	22	23	0	0	0	Nov-06
jei-bib	bib	0	0	0	0	28	28	0	18	18	0	0	0	Nov-06
rth-bib	bib	0	0	0	0	42	42	0	22	22	0	0	0	Nov-06
spc-bib	bib	0	0	0	12	39	51	7	18	25	0	0	0	Nov-06
wcc-bib	bib	0	0	0	0	47	47	1	20	21	0	0	0	Nov-06
fa-bib	bib	0	0	0	0	48	48	1	22	23	0	0	0	Nov-06
utcat-bib	bib	0	0	0	0	53	53	0	20	20	0	0	0	Nov-06
gar	image	7	348	355	24	17	41	2	92	94	0	35	35	Nov-06
ual	image	23	1774	1797	105	2971	3076	12	287	299	0	9	9	Nov-06
uky-bib	bib	0	0	0	0	58	58	1	19	20	0	0	0	Nov-06
tdh-bib	bib	0	0	0	0	79	79	0	21	21	0	0	0	Nov-06
spct	text	21	6	27	41	19	60	13	7	20	0	0	0	Nov-06
shld	image	0	14	14	0	0	0	0	15	15	0	0	0	Nov-06
ual-bib	bib	0	0	0	2	68	70	1	18	19	0	0	0	Nov-06
mpm-bib	bib	0	0	0	0	89	89	1	21	22	0	0	0	Nov-06
mcc-bib	bib	0	0	0	0	67	67	1	16	17	0	0	0	Nov-06
ggma	text	1	158	159	0	0	0	1	136	137	0	0	0	Nov-06
etd	text	280	2681	2961	0	0	0	176	1604	1780	0	0	0	Nov-06
vvs-bib	bib	0	0	0	0	0	0	0	2	2	0	0	0	Nov-06
fa	text	37	42	79	20	4	24	21	37	58	45	17	62	Nov-06
arr-bib	bib	0	0	0	0	47	47	0	3	3	0	0	0	Nov-06
yrb	text	12	0	12	9	0	9	4	0	4	6	0	6	Nov-06
shld-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	Nov-06
arrt	text	0	0	0	0	6	6	0	1	1	0	0	0	Nov-06
jei	text	1473	4403	5876	2	124	126	7	282	289	126	648	774	Nov-06
rth	image	11	1666	1677	6	266	272	7	386	393	2	27	29	Nov-07
tdh	text	3	1043	1046	21	1171	1192	11	592	603	4	162	166	Nov-07
utcat	text	4184	19410	23594	0	0	0	1817	9538	11355	2890	13334	16224	Nov-07
etd-bib	bib	0	0	0	73	390	463	39	483	522	13	126	139	Nov-07
vvs-bib	bib	0	0	0	220	811	1031	32	352	384	0	0	0	Nov-07
egy	image	0	488	488	0	165	165	2	196	198	0	0	0	Nov-07
gar	image	0	246	246	0	22	22	0	84	84	0	6	6	Nov-07
vvz	image	9	198	207	0	4	4	6	72	78	0	0	0	Nov-07
vvb	text	0	25	25	178	476	654	8	103	111	0	0	0	Nov-07
uky	image	7	1070	1077	2	160	162	2	121	123	0	2	2	Nov-07
arrt	text	1	25	26	32	39	71	6	32	38	0	0	0	Nov-07
ual	image	7	1000	1007	10	495	505	4	164	168	0	1	1	Nov-07
arro	text	3	31	34	130	932	1062	7	76	83	0	0	0	Nov-07
arr-bib	bib	0	0	0	16	79	95	15	50	65	0	0	0	Nov-07
arrp	image	6	115	121	2	17	19	5	34	39	1	0	1	Nov-07
wcc	image	107	474	581	12	41	53	11	127	138	5	5	10	Nov-07
spct-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
shld-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
spcd-bib	bib	0	0	0	9	42	51	4	26	30	0	0	0	Nov-07
uky-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
mpm-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
ual-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
tdh-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Nov-07
rth-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Nov-07
spc-bib	bib	0	0	0	20	50	70	8	27	35	0	0	0	Nov-07
wcc-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
egy-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Nov-07
uht-bib	bib	0	0	0	1	0	1	1	6	7	0	0	0	Nov-07
jei-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Nov-07
utcat-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Nov-07
gar-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
mcc-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Nov-07
vvi	image	46	80	126	0	8	8	6	28	34	0	0	0	Nov-07
vvo	text	0	7	7	189	337	526	11	79	90	0	0	0	Nov-07
map	image	19	107	126	0	0	0	9	83	92	2	15	17	Nov-07
mcc	image	8	1366	1374	18	918	936	5	180	185	0	16	16	Nov-07
spct	text	14	75	89	59	95	154	11	35	46	0	0	0	Nov-07
arrs	image	118	1728	1846	5	26	31	7	141	148	0	0	0	Nov-07
shld	image	0	194	194	0	19	19	0	46	46	0	5	5	Nov-07
emn	text	0	13	13	70	85	155	3	36	39	0	0	0	Nov-07
vvt	text	5	19	24	39	97	136	3	31	34	0	0	0	Nov-07
fa	text	531	9383	9914	82	75	157	70	5644	5714	101	646	747	Nov-07
ar	text	11	23	34	38	21	59	15	59	74	14	29	43	Nov-07
yrb	text	0	3	3	1	0	1	2	2	4	1	1	2	Nov-07
etd	text	1888	12502	14390	0	0	0	134	948	1082	0	0	0	Nov-07
gam	text	2	7	9	0	0	0	1	42	43	15	193	208	Nov-07
ggma	text	0	73	73	0	0	0	0	40	40	0	0	0	Nov-07
tcw	text	2	25	27	0	0	0	2	17	19	0	0	0	Nov-07
ldr	text	0	1	1	0	0	0	0	1	1	0	0	0	Nov-07
jei	text	8	7298	7306	6	-5	1	8	1340	1348	1	698	699	Nov-07
rth	image	132	3287	3419	14	192	206	46	1336	1382	3	42	45	Oct-03
etd-bib	bib	0	0	0	268	769	1037	105	276	381	0	0	0	Oct-03
tdh	text	28	229	257	89	115	204	40	100	140	0	0	0	Oct-03
tdh-bib	bib	0	0	0	0	56	56	0	9	9	0	0	0	Oct-03
rth-bib	bib	0	0	0	0	0	0	1	9	10	0	0	0	Oct-03
mcc	image	12	18	30	0	17	17	5	65	70	3	1	4	Oct-03
coc	image	0	25	25	0	3	3	0	12	12	0	0	0	Oct-03
jei-bib	bib	0	0	0	1	100	101	3	8	11	0	0	0	Oct-03
mpm-bib	bib	0	0	0	2	125	127	1	9	10	0	0	0	Oct-03
fa-bib	bib	0	0	0	0	0	0	0	9	9	0	0	0	Oct-03
ual	image	41	0	41	0	0	0	2	12	14	0	0	0	Oct-03
ual-bib	bib	0	0	0	2	0	2	1	7	8	0	0	0	Oct-03
ualr	image	0	0	0	0	0	0	1	0	1	0	0	0	Oct-03
mcc-bib	bib	0	0	0	0	6	6	1	9	10	0	0	0	Oct-03
jei	text	21	228	249	1	41	42	11	82	93	42	254	296	Oct-03
rth	image	240	2421	2661	56	172	228	40	1043	1083	6	80	86	Oct-04
utcat	text	5091	17784	22875	0	0	0	2160	8206	10366	3657	11636	15293	Oct-04
egy	image	10	1194	1204	0	0	0	6	541	547	4	79	83	Oct-04
tdh	text	10	7853	7863	36	2654	2690	20	1480	1500	8	1661	1669	Oct-04
etd-bib	bib	0	0	0	160	258	418	79	191	270	42	71	113	Oct-04
ual	image	4	1083	1087	2	9	11	5	560	565	0	56	56	Oct-04
uky	image	0	263	263	4	86	90	2	138	140	0	54	54	Oct-04
mcc	image	7	627	634	19	236	255	6	377	383	0	71	71	Oct-04
rth-bib	bib	0	0	0	2	12	14	2	16	18	0	0	0	Oct-04
fa	text	0	32	32	0	0	0	0	16	16	0	0	0	Oct-04
coc	image	0	0	0	0	0	0	1	10	11	0	0	0	Oct-04
utcat-bib	bib	0	0	0	3	16	19	2	13	15	0	0	0	Oct-04
uky-bib	bib	0	0	0	0	4	4	2	15	17	0	0	0	Oct-04
ldr	text	0	1	1	0	0	0	0	1	1	0	0	0	Oct-04
etd	text	303	3448	3751	0	0	0	132	2493	2625	0	0	0	Oct-04
mpm-bib	bib	0	0	0	0	6	6	2	15	17	0	0	0	Oct-04
tdh-bib	bib	0	0	0	0	10	10	2	15	17	0	0	0	Oct-04
ual-bib	bib	0	0	0	7	47	54	2	14	16	0	0	0	Oct-04
egy-bib	bib	0	0	0	14	42	56	3	15	18	0	0	0	Oct-04
jei-bib	bib	0	0	0	0	10	10	2	15	17	0	0	0	Oct-04
mcc-bib	bib	0	0	0	10	66	76	2	16	18	0	0	0	Oct-04
fa-bib	bib	0	0	0	11	56	67	2	14	16	0	0	0	Oct-04
emn	text	0	5	5	0	0	0	0	1	1	0	0	0	Oct-04
jei	text	1	2361	2362	0	1	1	3	819	822	1	386	387	Oct-04
ual	image	91	3555	3646	0	3	3	17	519	536	0	0	0	Oct-05
uky	image	91	4074	4165	42	356	398	16	312	328	0	0	0	Oct-05
mcc	image	91	2633	2724	213	1147	1360	18	473	491	0	1	1	Oct-05
tdh	text	35	2631	2666	31	903	934	23	1273	1296	6	614	620	Oct-05
utcat	text	5542	15616	21158	0	0	0	2415	7531	9946	3941	9820	13761	Oct-05
rth	image	378	1714	2092	9	125	134	33	1027	1060	6	15	21	Oct-05
etd-bib	bib	0	0	0	70	323	393	68	255	323	21	60	81	Oct-05
egy	image	26	688	714	1	75	76	3	327	330	0	0	0	Oct-05
emn	text	0	7	7	0	0	0	0	2	2	0	0	0	Oct-05
gar	image	76	232	308	2	88	90	8	119	127	0	10	10	Oct-05
shld	image	158	280	438	0	26	26	14	144	158	0	20	20	Oct-05
utcat-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
shld-bib	bib	0	0	0	0	1	1	0	5	5	0	0	0	Oct-05
gar-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Oct-05
fa	text	0	15	15	0	0	0	0	8	8	0	0	0	Oct-05
ggma	text	36	96	132	0	0	0	7	65	72	0	0	0	Oct-05
ual-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Oct-05
etd	text	269	6403	6672	0	0	0	149	2606	2755	0	0	0	Oct-05
egy-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
coc	image	0	0	0	0	0	0	0	2	2	0	0	0	Oct-05
rth-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
mcc-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
mpm-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
fa-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
jei-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Oct-05
uky-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	Oct-05
tdh-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Oct-05
ldr	text	3	1	4	0	0	0	1	1	2	0	0	0	Oct-05
jei	text	10252	3251	13503	2	360	362	3	638	641	362	464	826	Oct-05
map	image	1	3	4	1	18	19	0	23	23	0	0	0	Oct-05
nocol	text	0	0	0	0	0	0	0	127	127	0	0	0	Oct-05
utk01	text	0	0	0	0	1	1	0	4	4	0	0	0	Oct-05
utl02	text	1	0	1	1	0	1	0	5	5	0	0	0	Oct-05
egy	image	98	1267	1365	1	702	703	5	193	198	0	0	0	Oct-06
uky	image	31	444	475	27	208	235	9	138	147	0	5	5	Oct-06
ual	image	31	509	540	120	904	1024	11	200	211	0	3	3	Oct-06
rth	image	68	1512	1580	21	290	311	27	494	521	4	29	33	Oct-06
mcc	image	31	415	446	213	1614	1827	12	173	185	0	10	10	Oct-06
utcat	text	7398	22195	29593	0	0	0	2747	9047	11794	4814	12332	17146	Oct-06
gar	image	0	256	256	0	36	36	0	121	121	0	7	7	Oct-06
wcc	image	30	157	187	13	39	52	12	54	66	5	20	25	Oct-06
tdh	text	44	1871	1915	432	3950	4382	30	861	891	44	499	543	Oct-06
etd-bib	bib	0	0	0	16	313	329	51	343	394	27	110	137	Oct-06
shld	image	0	35	35	0	0	0	0	32	32	0	0	0	Oct-06
jei-bib	bib	0	0	0	7	1	8	2	10	12	0	0	0	Oct-06
utcat-bib	bib	0	0	0	6	2	8	1	9	10	0	0	0	Oct-06
spcd-bib	bib	0	0	0	11	0	11	4	8	12	0	0	0	Oct-06
map	image	54	37	91	0	0	0	15	18	33	15	16	31	Oct-06
wcc-bib	bib	0	0	0	0	1	1	0	8	8	0	0	0	Oct-06
gar-bib	bib	0	0	0	2	0	2	1	11	12	0	0	0	Oct-06
uht-bib	bib	0	0	0	0	0	0	0	10	10	0	0	0	Oct-06
uky-bib	bib	0	0	0	0	0	0	0	8	8	0	0	0	Oct-06
ual-bib	bib	0	0	0	10	0	10	1	10	11	0	0	0	Oct-06
tdh-bib	bib	0	0	0	12	0	12	1	9	10	0	0	0	Oct-06
spc-bib	bib	0	0	0	14	3	17	1	10	11	0	0	0	Oct-06
rth-bib	bib	0	0	0	0	1	1	0	9	9	0	0	0	Oct-06
mpm-bib	bib	0	0	0	22	4	26	2	10	12	0	0	0	Oct-06
mcc-bib	bib	0	0	0	0	5	5	0	12	12	0	0	0	Oct-06
fa-bib	bib	0	0	0	0	6	6	0	10	10	0	0	0	Oct-06
egy-bib	bib	0	0	0	0	0	0	0	9	9	0	0	0	Oct-06
vvs-bib	bib	0	0	0	0	0	0	2	4	6	0	0	0	Oct-06
coc	image	0	0	0	0	0	0	0	6	6	0	0	0	Oct-06
ggma	text	2	190	192	0	0	0	2	160	162	0	0	0	Oct-06
etd	text	272	2382	2654	0	0	0	156	1582	1738	0	0	0	Oct-06
fa	text	2	23	25	3	2	5	4	13	17	4	0	4	Oct-06
shld-bib	bib	0	0	0	0	0	0	0	1	1	0	0	0	Oct-06
arr-bib	bib	0	0	0	0	0	0	1	1	2	0	0	0	Oct-06
yrb	text	11	0	11	1	0	1	9	0	9	11	0	11	Oct-06
spct	text	0	1	1	0	0	0	0	1	1	0	0	0	Oct-06
ldr	text	3	0	3	0	0	0	2	0	2	0	0	0	Oct-06
jei	text	1037	3460	4497	7	119	126	16	293	309	126	457	583	Oct-06
rth	image	21	1426	1447	0	240	240	11	435	446	0	13	13	Oct-07
tdh	text	64	1820	1884	98	1301	1399	27	619	646	9	204	213	Oct-07
utcat	text	5212	21035	26247	0	0	0	2256	10184	12440	3845	13585	17430	Oct-07
etd	text	1984	15654	17638	0	0	0	170	1001	1171	0	0	0	Oct-07
vvs-bib	bib	0	0	0	579	1003	1582	46	341	387	0	0	0	Oct-07
egy	image	0	166	166	11	187	198	5	186	191	0	0	0	Oct-07
gar	image	0	265	265	0	15	15	2	76	78	0	2	2	Oct-07
vvz	image	270	286	556	0	8	8	28	95	123	0	0	0	Oct-07
vvb	text	10	19	29	653	419	1072	18	65	83	0	0	0	Oct-07
uky	image	55	922	977	23	206	229	12	137	149	0	3	3	Oct-07
arrt	text	1	83	84	3	120	123	1	21	22	0	0	0	Oct-07
ual	image	55	1409	1464	115	907	1022	12	199	211	0	0	0	Oct-07
arro	text	1	10	11	7	225	232	2	21	23	0	0	0	Oct-07
arrp	image	31	610	641	0	29	29	3	33	36	1	0	1	Oct-07
arrs	image	65	989	1054	2	30	32	6	68	74	0	0	0	Oct-07
arr-bib	bib	0	0	0	53	36	89	12	82	94	0	0	0	Oct-07
mcc	image	73	2088	2161	217	1661	1878	14	190	204	0	1	1	Oct-07
wcc	image	54	365	419	20	35	55	17	54	71	0	13	13	Oct-07
shld	image	0	115	115	0	24	24	1	48	49	0	14	14	Oct-07
mcc-bib	bib	0	0	0	0	0	0	1	7	8	0	0	0	Oct-07
map	image	12	78	90	0	0	0	12	41	53	2	10	12	Oct-07
fa	text	220	7784	8004	285	561	851	88	5453	5541	628	1588	2216	Oct-07
spcd-bib	bib	0	0	0	100	100	200	22	41	63	0	0	0	Oct-07
spct-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
shld-bib	bib	0	0	0	0	0	0	1	4	5	0	0	0	Oct-07
uky-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
mpm-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
ual-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
tdh-bib	bib	0	0	0	0	0	0	1	6	7	0	0	0	Oct-07
rth-bib	bib	0	0	0	0	0	0	1	7	8	0	0	0	Oct-07
spc-bib	bib	0	0	0	31	80	111	26	38	64	0	0	0	Oct-07
wcc-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
egy-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
uht-bib	bib	0	0	0	0	0	0	1	4	5	0	0	0	Oct-07
jei-bib	bib	0	0	0	0	0	0	1	4	5	0	0	0	Oct-07
utcat-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
gar-bib	bib	0	0	0	0	0	0	1	5	6	0	0	0	Oct-07
spct	text	45	54	99	34	219	253	19	34	53	0	0	0	Oct-07
vvi	image	39	116	155	0	24	24	12	33	45	0	0	0	Oct-07
yrb	text	38	0	38	16	0	16	8	0	8	82	0	82	Oct-07
vvo	text	1	22	23	702	730	1432	17	65	82	0	0	0	Oct-07
vvt	text	9	31	40	97	137	234	5	21	26	0	0	0	Oct-07
emn	text	4	36	40	7	280	287	2	24	26	0	0	0	Oct-07
jei	text	1681	5306	6987	0	123	123	6	1328	1334	123	678	801	Oct-07
etd-bib	bib	0	0	0	63	357	420	61	439	500	18	75	93	Oct-07
tdh	text	0	11	11	0	2	2	0	5	5	0	0	0	OldJun2008
utcat	text	0	102	102	0	0	0	2	23	25	0	24	24	OldJun2008
rth	image	0	0	0	0	0	0	0	2	2	0	0	0	OldJun2008
